age_min,age_max,age_group,sex,value,nutrient_ndb_num,unit_cd_nih
0.583333333333333,0.916666666666667,1,,95.0,205,1
0.583333333333333,0.916666666666667,1,,,291,1
0.583333333333333,0.916666666666667,1,,30.0,204,1
0.583333333333333,0.916666666666667,1,,4.6,860,1
0.583333333333333,0.916666666666667,1,,0.5,861,1
0.583333333333333,0.916666666666667,1,,11.0,203,1
1.0,3.0,2,,1.3,255,8
1.0,3.0,2,,130.0,205,1
1.0,3.0,2,,19.0,291,1
1.0,3.0,2,,,204,1
1.0,3.0,2,,7.0,860,1
1.0,3.0,2,,0.7,861,1
1.0,3.0,2,,13.0,203,1
4.0,8.0,2,,1.7,255,8
4.0,8.0,2,,130.0,205,1
4.0,8.0,2,,25.0,291,1
4.0,8.0,2,,,204,1
4.0,8.0,2,,10.0,860,1
4.0,8.0,2,,0.9,861,1
4.0,8.0,2,,19.0,203,1
9.0,13.0,2,1.0,2.4,255,8
9.0,13.0,2,1.0,130.0,205,1
9.0,13.0,2,1.0,31.0,291,1
9.0,13.0,2,1.0,,204,1
9.0,13.0,2,1.0,12.0,860,1
9.0,13.0,2,1.0,1.2,861,1
9.0,13.0,2,1.0,34.0,203,1
14.0,18.0,3,1.0,3.3,255,8
14.0,18.0,3,1.0,130.0,205,1
14.0,18.0,3,1.0,38.0,291,1
14.0,18.0,3,1.0,,204,1
14.0,18.0,3,1.0,16.0,860,1
14.0,18.0,3,1.0,1.6,861,1
14.0,18.0,3,1.0,52.0,203,1
19.0,30.0,4,1.0,3.7,255,8
19.0,30.0,4,1.0,130.0,205,1
19.0,30.0,4,1.0,38.0,291,1
19.0,30.0,4,1.0,,204,1
19.0,30.0,4,1.0,17.0,860,1
19.0,30.0,4,1.0,1.6,861,1
19.0,30.0,4,1.0,56.0,203,1
31.0,50.0,4,1.0,3.7,255,8
31.0,50.0,4,1.0,130.0,205,1
31.0,50.0,4,1.0,38.0,291,1
31.0,50.0,4,1.0,,204,1
31.0,50.0,4,1.0,17.0,860,1
31.0,50.0,4,1.0,1.6,861,1
31.0,50.0,4,1.0,56.0,203,1
51.0,70.0,4,1.0,3.7,255,8
51.0,70.0,4,1.0,130.0,205,1
51.0,70.0,4,1.0,30.0,291,1
51.0,70.0,4,1.0,,204,1
51.0,70.0,4,1.0,14.0,860,1
51.0,70.0,4,1.0,1.6,861,1
51.0,70.0,4,1.0,56.0,203,1
71.0,200.0,5,1.0,3.7,255,8
71.0,200.0,5,1.0,130.0,205,1
71.0,200.0,5,1.0,30.0,291,1
71.0,200.0,5,1.0,,204,1
71.0,200.0,5,1.0,14.0,860,1
71.0,200.0,5,1.0,1.6,861,1
71.0,200.0,5,1.0,56.0,203,1
9.0,13.0,2,2.0,2.1,255,8
9.0,13.0,2,2.0,130.0,205,1
9.0,13.0,2,2.0,26.0,291,1
9.0,13.0,2,2.0,,204,1
9.0,13.0,2,2.0,10.0,860,1
9.0,13.0,2,2.0,1.0,861,1
9.0,13.0,2,2.0,34.0,203,1
14.0,18.0,3,2.0,2.3,255,8
14.0,18.0,3,2.0,130.0,205,1
14.0,18.0,3,2.0,26.0,291,1
14.0,18.0,3,2.0,,204,1
14.0,18.0,3,2.0,11.0,860,1
14.0,18.0,3,2.0,1.1,861,1
14.0,18.0,3,2.0,46.0,203,1
19.0,30.0,4,2.0,2.7,255,8
19.0,30.0,4,2.0,130.0,205,1
19.0,30.0,4,2.0,25.0,291,1
19.0,30.0,4,2.0,,204,1
19.0,30.0,4,2.0,12.0,860,1
19.0,30.0,4,2.0,1.1,861,1
19.0,30.0,4,2.0,46.0,203,1
31.0,50.0,4,2.0,2.7,255,8
31.0,50.0,4,2.0,130.0,205,1
31.0,50.0,4,2.0,25.0,291,1
31.0,50.0,4,2.0,,204,1
31.0,50.0,4,2.0,12.0,860,1
31.0,50.0,4,2.0,1.1,861,1
31.0,50.0,4,2.0,46.0,203,1
51.0,70.0,4,2.0,2.7,255,8
51.0,70.0,4,2.0,130.0,205,1
51.0,70.0,4,2.0,21.0,291,1
51.0,70.0,4,2.0,,204,1
51.0,70.0,4,2.0,11.0,860,1
51.0,70.0,4,2.0,1.1,861,1
51.0,70.0,4,2.0,46.0,203,1
71.0,200.0,5,2.0,2.7,255,8
71.0,200.0,5,2.0,130.0,205,1
71.0,200.0,5,2.0,21.0,291,1
71.0,200.0,5,2.0,,204,1
71.0,200.0,5,2.0,11.0,860,1
71.0,200.0,5,2.0,1.1,861,1
71.0,200.0,5,2.0,46.0,203,1
14.0,18.0,3,3.0,3.0,255,8
14.0,18.0,3,3.0,175.0,205,1
14.0,18.0,3,3.0,28.0,291,1
14.0,18.0,3,3.0,,204,1
14.0,18.0,3,3.0,13.0,860,1
14.0,18.0,3,3.0,1.4,861,1
14.0,18.0,3,3.0,71.0,203,1
19.0,30.0,4,3.0,3.0,255,8
19.0,30.0,4,3.0,175.0,205,1
19.0,30.0,4,3.0,28.0,291,1
19.0,30.0,4,3.0,,204,1
19.0,30.0,4,3.0,13.0,860,1
19.0,30.0,4,3.0,1.4,861,1
19.0,30.0,4,3.0,71.0,203,1
31.0,50.0,4,3.0,3.0,255,8
31.0,50.0,4,3.0,175.0,205,1
31.0,50.0,4,3.0,28.0,291,1
31.0,50.0,4,3.0,,204,1
31.0,50.0,4,3.0,13.0,860,1
31.0,50.0,4,3.0,1.4,861,1
31.0,50.0,4,3.0,71.0,203,1
14.0,18.0,3,4.0,3.8,255,8
14.0,18.0,3,4.0,210.0,205,1
14.0,18.0,3,4.0,29.0,291,1
14.0,18.0,3,4.0,,204,1
14.0,18.0,3,4.0,13.0,860,1
14.0,18.0,3,4.0,1.3,861,1
14.0,18.0,3,4.0,71.0,203,1
19.0,30.0,4,4.0,3.8,255,8
19.0,30.0,4,4.0,210.0,205,1
19.0,30.0,4,4.0,29.0,291,1
19.0,30.0,4,4.0,,204,1
19.0,30.0,4,4.0,13.0,860,1
19.0,30.0,4,4.0,1.3,861,1
19.0,30.0,4,4.0,71.0,203,1
31.0,50.0,4,4.0,3.8,255,8
31.0,50.0,4,4.0,210.0,205,1
31.0,50.0,4,4.0,29.0,291,1
31.0,50.0,4,4.0,,204,1
31.0,50.0,4,4.0,13.0,860,1
31.0,50.0,4,4.0,1.3,861,1
31.0,50.0,4,4.0,71.0,203,1
